url,status_code,CMS,category,advertise
http://www.lwdaccounting.com.au/,200,WordPress,Newly Observed Domain,False
http://www.mmem.com.au/,200,Magento,Business,
http://www.aliveskinhair.com.au/,200,Magento,Shopping,
http://www.haighschocolates.com.au/,200,Magento,Restaurant and Dining,
http://www.1800cleaning.com.au/,200,WordPress,Information Technology,False
http://www.spendless.com.au/,200,Magento,Shopping,
http://www.a2media.com.au/,200,WordPress,Business,False
http://www.kooyongclassic.com.au/,200,WordPress,Not Detection,False
http://www.sundaysomewhere.com.au/,200,Shopify,Shopping,
http://www.larsenjewellery.com.au/,200,WordPress,Not Detection,False
http://www.optimoz.com.au/,200,Shopify,Shopping,
http://www.rhythmsnowsports.com.au/,200,Magento,Sports,
http://www.golfshore.com.au/,200,WordPress,Real Estate,False
http://www.gumtreforbusinesses.com.au/,200,Not Detection,Business,
http://www.nirmal.com.au/,200,WordPress,Information Technology,False
http://www.micropower.com.au/,200,Not Detection,Information Technology,
http://www.alltel.com.au/,200,WordPress,Information Technology,False
http://www.pilgrimclothing.com.au/,200,Shopify,Shopping,
http://www.ratspestcontrolperth.com.au/,200,WordPress,Business,False
http://www.nudebynature.com.au/,200,Shopify,Health and Wellness,
http://www.pestcontrolwa.com.au/,200,WordPress,Business,False
http://www.brennanit.com.au/,200,WordPress,Information Technology,False
http://www.metrotas.com.au/,200,WordPress,Government and Legal Organizations,False
http://www.rottnestexpress.com.au/,200,Magento,Business,
http://www.strategenics.com.au/,200,WordPress,Not Detection,False
http://www.quay.com.au/,200,WordPress,Restaurant and Dining,False
http://www.yoursocialvoice.com.au/,200,WordPress,Business,False
http://www.swannstore.com.au/,200,Not Detection,Information Technology,
http://www.freedomcurtainsandblinds.com.au/,200,Magento,Shopping,
http://www.nationalstorage.com.au/,200,WordPress,Business,False
http://www.whitebohemian.com.au/,200,Shopify,Shopping,
http://www.fontis.com.au/,200,Magento,Information Technology,
http://www.petrel-kitchen.com.au/,200,WordPress,Business,False
http://www.sprinklesandsprouts.com.au/,200,Not Detection,Restaurant and Dining,
http://www.seofix.com.au/,200,WordPress,Information Technology,False
http://www.peterstevens.com.au/,200,Magento,Business,
http://www.rinnai.com.au/,200,WordPress,Business,False
http://www.musclemealsdirect.com.au/,200,Magento,Health and Wellness,
http://www.anyware.com.au/,200,Magento,Not Detection,
http://www.jsdev.com.au/,200,WordPress,Not Rated,False
http://www.melbournewatch.com.au/,200,Shopify,Shopping,
http://www.primped.com.au/,200,Not Detection,Entertainment,
http://www.forcast.com.au/,200,Magento,Shopping,
http://www.51ustudy.com.au/,200,WordPress,Education,False
http://www.kitchendesignvictoria.com.au/,200,Not Detection,Business,
http://www.sportspower.com.au/,200,Not Detection,Sports,
http://www.psych-it.com.au/,200,Not Detection,Health and Wellness,
http://www.treloarroses.com.au/,200,Not Detection,Shopping,
http://www.justdigitalpeople.com.au/,200,WordPress,Information Technology,False
http://www.august.com.au/,200,Not Detection,Business,
http://www.priorityguestrewards.com.au/,200,Not Detection,Travel,
http://www.pendo.com.au/,200,Not Detection,Information Technology,
http://www.tigerlilyswimwear.com.au/,200,Not Detection,Lingerie and Swimsuit,
http://www.australiawideannexes.com.au/,200,Not Detection,Business,
http://www.capitalfacilityservices.com.au/,200,Not Detection,Business,
http://www.liberty-flights.com.au/,200,Not Detection,Tobacco,
http://www.hiddencitysecrets.com.au/,200,Not Detection,Not Detection,
http://www.smartseo.com.au/,200,Not Detection,Information Technology,
http://www.wearesocial.com.au/,200,Not Detection,News and Media,
http://www.floralpalace.com.au/,200,OpenCart,Business,
http://www.freedatingaustralia.com.au/,200,WordPress,Dating,False
http://www.businessnet.com.au/,200,WordPress,Business,False
http://www.wisdomteethdentist.com.au/,200,WordPress,Health and Wellness,False
http://www.bioglan.com.au/,200,Not Detection,Not Detection,
http://www.itguyswa.com.au/,200,WordPress,Information Technology,False
http://www.huntingdaledc.com.au/,200,WordPress,Health and Wellness,False
http://www.jayco.com.au/,200,WordPress,Business,False
http://www.shine.com.au/,200,WordPress,Government and Legal Organizations,False
http://www.limelightmagazine.com.au/,200,WordPress,Entertainment,True
http://www.masteringcgi.com.au/,200,WordPress,Arts and Culture,False
http://www.dropshipzone.com.au/,200,Not Detection,Not Detection,
http://www.infosalons.com.au/,200,WordPress,Business,False
http://www.margotrobbie.com.au/,200,WordPress,Business,False
http://www.homehound.com.au/,200,WordPress,Real Estate,True
http://www.fivesenses.com.au/,200,WordPress,Restaurant and Dining,False
http://www.wanderluststorytellers.com.au/,200,Not Detection,Pornography,
http://www.solarmarket.com.au/,200,WordPress,Business,False
http://www.ecooutdoor.com.au/,200,WordPress,Business,False
http://www.queensland-seo.com.au/,200,WordPress,Information Technology,False
http://www.cockroachespestcontrolperth.com.au/,200,WordPress,Newly Observed Domain,False
http://www.kingkong.com.au/,200,WordPress,Information Technology,False
http://www.dailygreatness.com.au/,200,Shopify,Shopping,
http://www.saison.com.au/,200,Magento,Shopping,
http://www.smscentral.com.au/,200,WordPress,Information Technology,False
http://www.hisense.com.au/,200,WordPress,Business,False
http://www.lipstikshoes.com.au/,200,Magento,Shopping,
http://www.bronto.com.au/,200,Not Detection,Information Technology,
http://www.danozdirect.com.au/,200,WordPress,Not Detection,False
http://www.rogerseller.com.au/,200,Magento,Business,
http://www.speedcube.com.au/,200,Shopify,Shopping,
http://www.digbargain.com.au/,200,WordPress,Shopping,False
http://www.essentialbeauty.com.au/,200,WordPress,Business,False
http://www.bestwestern.com.au/,200,WordPress,Travel,False
http://www.cubicpromote.com.au/,200,Magento,Shopping,
http://www.aflplayers.com.au/,200,WordPress,Sports,False
http://www.balloonagencies.com.au/,200,Magento,Entertainment,
http://www.businessblueprint.com.au/,200,WordPress,Business,False
http://www.soufeel.com.au/,200,Magento,Shopping,
http://www.champ-sys.com.au/,200,Shopify,Sports,
http://www.harveynormancommercial.com.au/,200,Magento,Business,
http://www.burson.com.au/,200,WordPress,Personal Vehicles,False
http://www.evatech.com.au/,200,PrestaShop,Information Technology,
http://www.nicholasonline.com.au/,200,Shopify,Shopping,
http://www.tinypeople.com.au/,200,Shopify,Shopping,
http://www.rugstar.com.au/,200,Shopify,Shopping,
http://www.sureshade.com.au/,200,WordPress,Business,False
http://www.flatnakka.com.au/,200,WordPress,Freeware and Software Downloads,False
http://www.viviensmodels.com.au/,200,WordPress,Entertainment,False
http://www.organicsonabudget.com.au/,200,Shopify,Restaurant and Dining,
http://www.fitnfast.com.au/,200,WordPress,Health and Wellness,False
http://www.elfcosmetics.com.au/,200,Shopify,Shopping,
http://www.clubarham.com.au/,200,WordPress,Travel,False
http://www.sofrenchysochic.com.au/,200,WordPress,Arts and Culture,False
http://www.ryda.com.au/,200,Magento,Shopping,
http://www.sakerestaurant.com.au/,200,WordPress,Restaurant and Dining,False
http://www.decjuba.com.au/,200,Shopify,Shopping,
http://www.merrellaustralia.com.au/,200,Magento,Shopping,
http://www.aurahome.com.au/,200,Magento,Business,
http://www.talent-100.com.au/,200,WordPress,Education,False
http://www.thegrounds.com.au/,200,WordPress,Business,False
http://www.southeastair.com.au/,200,WordPress,Business,False
http://www.designerforum.com.au/,200,Magento,Shopping,
http://www.inmarketingwetrust.com.au/,200,WordPress,Business,False
http://www.thebabyshowershop.com.au/,200,WordPress,Shopping,False
http://www.grace.com.au/,200,WordPress,Business,False
http://www.castleford.com.au/,200,WordPress,Business,False
http://www.exa.com.au/,200,Not Detection,Information Technology,
http://www.wish.com.au/,200,Shopify,Society and Lifestyles,
http://www.flowservices.com.au/,200,WordPress,Business,False
http://www.thebower.com.au/,200,WordPress,Business,False
http://www.missesbonneystives.com.au/,200,PrestaShop,Shopping,
http://www.countrymusicchannel.com.au/,200,WordPress,Entertainment,False
